Supplemental Table 5: ncNATs tissue association.,,,
gene_id,gene_name,tissue,type
LOC107986599,NA,Testis_Normal,group_enriched
LOC107987132,NA,Testis_Normal,group_enriched
LOC112268081,NA,Testis_Normal,group_enriched
LOC124901049,NA,Testis_Normal,group_enriched
LOC124901474,NA,Testis_Normal,group_enriched
LOC124902059,NA,Testis_Normal,group_enriched
LOC124902291,NA,Testis_Normal,group_enriched
LOC124902656,NA,Testis_Normal,group_enriched
LOC124902895,NA,Testis_Normal,group_enriched
LOC124902975,NA,Testis_Normal,group_enriched
LOC124903128,NA,Testis_Normal,group_enriched
LOC124903902,NA,Testis_Normal,group_enriched
LOC124904101,NA,Testis_Normal,group_enriched
LOC124906112,NA,Testis_Normal,group_enriched
LOC124906316,NA,Testis_Normal,group_enriched
LOC124909362,NA,Testis_Normal,group_enriched
MSTRG.SL.chr1.137,NA,Testis_Normal,group_enriched
MSTRG.SL.chr1.143,NA,Testis_Normal,group_enriched
MSTRG.SL.chr10.165,NA,Testis_Normal,group_enriched
MSTRG.SL.chr11.19,NA,Testis_Normal,group_enriched
MSTRG.SL.chr11.76,NA,Testis_Normal,group_enriched
MSTRG.SL.chr12.169,NA,Testis_Normal,group_enriched
MSTRG.SL.chr13.80,NA,Testis_Normal,group_enriched
MSTRG.SL.chr14.101,NA,Testis_Normal,group_enriched
MSTRG.SL.chr14.90,NA,Testis_Normal,group_enriched
MSTRG.SL.chr15.31,NA,Testis_Normal,group_enriched
MSTRG.SL.chr15.57,NA,Testis_Normal,group_enriched
MSTRG.SL.chr15.92,NA,Testis_Normal,group_enriched
MSTRG.SL.chr16.118,NA,Testis_Normal,group_enriched
MSTRG.SL.chr19.140,NA,Testis_Normal,group_enriched
MSTRG.SL.chr19.149,NA,Testis_Normal,group_enriched
MSTRG.SL.chr19.51,NA,Testis_Normal,group_enriched
MSTRG.SL.chr2.106,NA,Testis_Normal,group_enriched
MSTRG.SL.chr2.215,NA,Testis_Normal,group_enriched
MSTRG.SL.chr2.221,NA,Testis_Normal,group_enriched
MSTRG.SL.chr2.26,NA,Testis_Normal,group_enriched
MSTRG.SL.chr2.47,NA,Testis_Normal,group_enriched
MSTRG.SL.chr2.72,NA,Testis_Normal,group_enriched
MSTRG.SL.chr2.76,NA,Testis_Normal,group_enriched
MSTRG.SL.chr20.54,NA,Testis_Normal,group_enriched
MSTRG.SL.chr21.7,NA,Testis_Normal,group_enriched
MSTRG.SL.chr22.41,NA,Testis_Normal,group_enriched
MSTRG.SL.chr3.57,NA,Testis_Normal,group_enriched
MSTRG.SL.chr4.107,NA,Testis_Normal,group_enriched
MSTRG.SL.chr4.126,NA,Testis_Normal,group_enriched
MSTRG.SL.chr5.87,NA,Testis_Normal,group_enriched
MSTRG.SL.chr6.110,NA,Testis_Normal,group_enriched
MSTRG.SL.chr6.12,NA,Testis_Normal,group_enriched
MSTRG.SL.chr6.21,NA,Testis_Normal,group_enriched
MSTRG.SL.chr7.15,NA,Testis_Normal,group_enriched
MSTRG.SL.chrX.86,NA,Testis_Normal,group_enriched
NONHSAG009159.2,NA,Testis_Normal,group_enriched
NONHSAG010472.2,NA,Testis_Normal,group_enriched
NONHSAG043036.2,NA,Testis_Normal,group_enriched
NONHSAG049818.2,NA,Testis_Normal,group_enriched
NONHSAG058205.1,NA,Testis_Normal,group_enriched
NONHSAG063446.1,NA,Testis_Normal,group_enriched
NONHSAG066928.1,NA,Testis_Normal,group_enriched
NONHSAG067248.1,NA,Testis_Normal,group_enriched
NONHSAG071432.1,NA,Testis_Normal,group_enriched
NONHSAG071492.1,NA,Testis_Normal,group_enriched
NONHSAG071731.1,NA,Testis_Normal,group_enriched
NONHSAG072178.1,NA,Testis_Normal,group_enriched
NONHSAG074663.1,NA,Testis_Normal,group_enriched
NONHSAG076430.1,NA,Testis_Normal,group_enriched
NONHSAG083219.1,NA,Testis_Normal,group_enriched
NONHSAG085416.1,NA,Testis_Normal,group_enriched
NONHSAG091029.1,NA,Testis_Normal,group_enriched
NONHSAG091150.1,NA,Testis_Normal,group_enriched
NONHSAG094556.1,NA,Testis_Normal,group_enriched
NONHSAG096283.1,NA,Testis_Normal,group_enriched
NONHSAG097369.1,NA,Testis_Normal,group_enriched
NONHSAG099010.1,NA,Testis_Normal,group_enriched
NONHSAG103911.1,NA,Testis_Normal,group_enriched
NONHSAG104944.1,NA,Testis_Normal,group_enriched
ENSG00000083622.8,AC000061.1,Testis_Normal,group_enhanced
ENSG00000161149.12,TUBA3FP,Testis_Normal,group_enhanced
ENSG00000176236.6,RPP38-DT,Testis_Normal,group_enhanced
ENSG00000176753.5,C15orf56,Testis_Normal,group_enhanced
ENSG00000177340.5,FLJ13224,Testis_Normal,group_enhanced
ENSG00000177640.16,CASC2,Testis_Normal,group_enhanced
ENSG00000177993.3,ZNRF3-AS1,Testis_Normal,group_enhanced
ENSG00000182912.6,TSPEAR-AS2,Testis_Normal,group_enhanced
ENSG00000188525.4,AC010969.1,Testis_Normal,group_enhanced
ENSG00000196366.3,C9orf163,Testis_Normal,group_enhanced
ENSG00000203288.4,TDRKH-AS1,Testis_Normal,group_enhanced
ENSG00000203446.2,SUGCT-AS1,Testis_Normal,group_enhanced
ENSG00000203809.7,LIN28B-AS1,Testis_Normal,group_enhanced
ENSG00000203900.2,AL121827.1,Testis_Normal,group_enhanced
ENSG00000204044.6,SLC12A5-AS1,Testis_Normal,group_enhanced
ENSG00000204832.10,ST8SIA6-AS1,Testis_Normal,group_enhanced
ENSG00000205231.1,TTLL10-AS1,Testis_Normal,group_enhanced
ENSG00000205861.13,PCOTH,Testis_Normal,group_enhanced
ENSG00000222012.1,AC005481.1,Testis_Normal,group_enhanced
ENSG00000222043.2,AC079305.1,Testis_Normal,group_enhanced
ENSG00000223374.1,AC005104.1,Testis_Normal,group_enhanced
ENSG00000223548.1,ACSL6-AS1,Testis_Normal,group_enhanced
ENSG00000223563.1,AP001599.1,Testis_Normal,group_enhanced
ENSG00000223642.7,AC008277.1,Testis_Normal,group_enhanced
ENSG00000223653.6,AL078459.1,Testis_Normal,group_enhanced
ENSG00000223725.6,AC009226.1,Testis_Normal,group_enhanced
ENSG00000223791.1,UBE2E1-AS1,Testis_Normal,group_enhanced
ENSG00000223911.1,AC009480.1,Testis_Normal,group_enhanced
ENSG00000223989.1,AL357140.1,Testis_Normal,group_enhanced
ENSG00000224189.8,HAGLR,Testis_Normal,group_enhanced
ENSG00000224195.1,AC022400.1,Testis_Normal,group_enhanced
ENSG00000224509.2,MRPS9-AS2,Testis_Normal,group_enhanced
ENSG00000224541.1,AP001439.1,Testis_Normal,group_enhanced
ENSG00000224661.1,AC010907.1,Testis_Normal,group_enhanced
ENSG00000224666.3,ETV7-AS1,Testis_Normal,group_enhanced
ENSG00000224717.1,LEMD1-DT,Testis_Normal,group_enhanced
ENSG00000224897.8,POT1-AS1,Testis_Normal,group_enhanced
ENSG00000224970.2,AC245427.1,Testis_Normal,group_enhanced
ENSG00000225077.3,LINC00337,Testis_Normal,group_enhanced
ENSG00000225083.2,GRTP1-AS1,Testis_Normal,group_enhanced
ENSG00000225126.1,CAMTA1-AS1,Testis_Normal,group_enhanced
ENSG00000225146.1,AC073957.1,Testis_Normal,group_enhanced
ENSG00000225216.6,AC007362.1,Testis_Normal,group_enhanced
ENSG00000225235.1,INTS6L-AS1,Testis_Normal,group_enhanced
ENSG00000225313.5,AL513327.1,Testis_Normal,group_enhanced
ENSG00000225498.1,AC002064.1,Testis_Normal,group_enhanced
ENSG00000225611.1,LINC02158,Testis_Normal,group_enhanced
ENSG00000225675.2,LINC01771,Testis_Normal,group_enhanced
ENSG00000225731.1,PDE9A-AS1,Testis_Normal,group_enhanced
ENSG00000225751.2,AC087501.1,Testis_Normal,group_enhanced
ENSG00000225778.5,PROSER2-AS1,Testis_Normal,group_enhanced
ENSG00000225822.4,UBXN7-AS1,Testis_Normal,group_enhanced
ENSG00000226263.1,ISM1-AS1,Testis_Normal,group_enhanced
ENSG00000226482.1,ADIPOQ-AS1,Testis_Normal,group_enhanced
ENSG00000226604.2,PAPPA-AS2,Testis_Normal,group_enhanced
ENSG00000226647.2,AL365356.1,Testis_Normal,group_enhanced
ENSG00000226664.1,AL020998.1,Testis_Normal,group_enhanced
ENSG00000226709.1,FGF12-AS3,Testis_Normal,group_enhanced
ENSG00000226925.1,IL1R1-AS1,Testis_Normal,group_enhanced
ENSG00000227094.1,AL512785.1,Testis_Normal,group_enhanced
ENSG00000227117.6,HORMAD2-AS1,Testis_Normal,group_enhanced
ENSG00000227170.1,AF178030.1,Testis_Normal,group_enhanced
ENSG00000227210.2,AC079145.1,Testis_Normal,group_enhanced
ENSG00000227245.1,AC092042.1,Testis_Normal,group_enhanced
ENSG00000227258.6,SMIM2-AS1,Testis_Normal,group_enhanced
ENSG00000227678.8,AL355581.1,Testis_Normal,group_enhanced
ENSG00000227769.7,AC072062.1,Testis_Normal,group_enhanced
ENSG00000228113.7,AC003991.1,Testis_Normal,group_enhanced
ENSG00000228322.1,AL162419.1,Testis_Normal,group_enhanced
ENSG00000228509.6,AC006460.1,Testis_Normal,group_enhanced
ENSG00000228598.1,MACC1-AS1,Testis_Normal,group_enhanced
ENSG00000228624.7,HDAC2-AS2,Testis_Normal,group_enhanced
ENSG00000228677.1,TTC3-AS1,Testis_Normal,group_enhanced
ENSG00000228804.5,AC072022.1,Testis_Normal,group_enhanced
ENSG00000228839.5,PIK3IP1-DT,Testis_Normal,group_enhanced
ENSG00000229267.3,SNHG31,Testis_Normal,group_enhanced
ENSG00000229299.2,AL121845.1,Testis_Normal,group_enhanced
ENSG00000229414.2,KCNQ1-AS1,Testis_Normal,group_enhanced
ENSG00000229531.6,RABGAP1L-AS1,Testis_Normal,group_enhanced
ENSG00000229873.1,OGFR-AS1,Testis_Normal,group_enhanced
ENSG00000229956.11,ZRANB2-AS2,Testis_Normal,group_enhanced
ENSG00000229970.3,AC007128.1,Testis_Normal,group_enhanced
ENSG00000230065.1,AC010974.1,Testis_Normal,group_enhanced
ENSG00000230126.1,FGF12-AS2,Testis_Normal,group_enhanced
ENSG00000230185.5,C9orf147,Testis_Normal,group_enhanced
ENSG00000230258.6,AC005208.1,Testis_Normal,group_enhanced
ENSG00000230286.1,AC013472.1,Testis_Normal,group_enhanced
ENSG00000230319.1,TTLL1-AS1,Testis_Normal,group_enhanced
ENSG00000230729.1,AL160270.1,Testis_Normal,group_enhanced
ENSG00000230798.5,FOXD3-AS1,Testis_Normal,group_enhanced
ENSG00000231208.4,ZBTB46-AS1,Testis_Normal,group_enhanced
ENSG00000231226.1,TRIM31-AS1,Testis_Normal,group_enhanced
ENSG00000231419.6,LINC00689,Testis_Normal,group_enhanced
ENSG00000231441.2,DST-AS1,Testis_Normal,group_enhanced
ENSG00000231691.2,AL592114.3,Testis_Normal,group_enhanced
ENSG00000231794.5,AC009542.1,Testis_Normal,group_enhanced
ENSG00000231806.3,PCAT7,Testis_Normal,group_enhanced
ENSG00000231840.2,TMEM139-AS1,Testis_Normal,group_enhanced
ENSG00000231868.1,AL031848.1,Testis_Normal,group_enhanced
ENSG00000231882.1,F10-AS1,Testis_Normal,group_enhanced
ENSG00000231937.1,AC116666.1,Testis_Normal,group_enhanced
ENSG00000231970.1,AL355490.2,Testis_Normal,group_enhanced
ENSG00000231993.1,EP300-AS1,Testis_Normal,group_enhanced
ENSG00000232283.1,HSD17B3-AS1,Testis_Normal,group_enhanced
ENSG00000232298.2,GRHL3-AS1,Testis_Normal,group_enhanced
ENSG00000232519.2,AL353807.2,Testis_Normal,group_enhanced
ENSG00000232692.1,AP001596.1,Testis_Normal,group_enhanced
ENSG00000232754.1,AL035658.1,Testis_Normal,group_enhanced
ENSG00000232969.1,AP001062.2,Testis_Normal,group_enhanced
ENSG00000233073.2,GRM3-AS1,Testis_Normal,group_enhanced
ENSG00000233108.1,GLCCI1-DT,Testis_Normal,group_enhanced
ENSG00000233296.2,TMEM18-DT,Testis_Normal,group_enhanced
ENSG00000233355.7,CHRM3-AS2,Testis_Normal,group_enhanced
ENSG00000233360.4,PDXP-DT,Testis_Normal,group_enhanced
ENSG00000233461.6,AL445524.1,Testis_Normal,group_enhanced
ENSG00000233554.6,B4GALT1-AS1,Testis_Normal,group_enhanced
ENSG00000233613.5,DCUN1D2-AS,Testis_Normal,group_enhanced
ENSG00000233823.1,AL356311.1,Testis_Normal,group_enhanced
ENSG00000234006.1,DDX39B-AS1,Testis_Normal,group_enhanced
ENSG00000234055.1,AL158151.2,Testis_Normal,group_enhanced
ENSG00000234149.1,AC018511.2,Testis_Normal,group_enhanced
ENSG00000234452.5,SLC16A12-AS1,Testis_Normal,group_enhanced
ENSG00000234459.1,AC002064.2,Testis_Normal,group_enhanced
ENSG00000234676.1,IFT74-AS1,Testis_Normal,group_enhanced
ENSG00000234789.1,AL590369.1,Testis_Normal,group_enhanced
ENSG00000234948.2,LINC01524,Testis_Normal,group_enhanced
ENSG00000235010.1,AL512622.1,Testis_Normal,group_enhanced
ENSG00000235026.6,DPP10-AS1,Testis_Normal,group_enhanced
ENSG00000235185.1,AL031727.2,Testis_Normal,group_enhanced
ENSG00000235191.1,NUCB1-AS1,Testis_Normal,group_enhanced
ENSG00000235361.1,AC016292.1,Testis_Normal,group_enhanced
ENSG00000235481.3,UBE2R2-AS1,Testis_Normal,group_enhanced
ENSG00000235875.3,ARHGEF7-AS2,Testis_Normal,group_enhanced
ENSG00000236054.1,SYN3-AS1,Testis_Normal,group_enhanced
ENSG00000236107.10,SCN1A-AS1,Testis_Normal,group_enhanced
ENSG00000236116.1,AC064853.1,Testis_Normal,group_enhanced
ENSG00000236266.1,Z98884.1,Testis_Normal,group_enhanced
ENSG00000236508.1,ATP13A5-AS1,Testis_Normal,group_enhanced
ENSG00000236559.1,BCL2L1-AS1,Testis_Normal,group_enhanced
ENSG00000236643.1,AL354928.1,Testis_Normal,group_enhanced
ENSG00000236838.2,AC090617.2,Testis_Normal,group_enhanced
ENSG00000237009.2,GLIS3-AS1,Testis_Normal,group_enhanced
ENSG00000237232.9,ZNF295-AS1,Testis_Normal,group_enhanced
ENSG00000237233.2,TMEM26-AS1,Testis_Normal,group_enhanced
ENSG00000237338.1,FTCD-AS1,Testis_Normal,group_enhanced
ENSG00000237505.8,PKN2-AS1,Testis_Normal,group_enhanced
ENSG00000237640.1,AC004522.3,Testis_Normal,group_enhanced
ENSG00000237773.7,AC073332.1,Testis_Normal,group_enhanced
ENSG00000237976.1,RFX5-AS1,Testis_Normal,group_enhanced
ENSG00000238045.9,AC009133.1,Testis_Normal,group_enhanced
ENSG00000238280.2,AC067751.1,Testis_Normal,group_enhanced
ENSG00000239219.2,AC008040.1,Testis_Normal,group_enhanced
ENSG00000239593.1,AL513122.2,Testis_Normal,group_enhanced
ENSG00000239801.1,DENND6A-AS1,Testis_Normal,group_enhanced
ENSG00000240449.1,REPIN1-AS1,Testis_Normal,group_enhanced
ENSG00000240596.1,KCNAB1-AS2,Testis_Normal,group_enhanced
ENSG00000241101.1,PRICKLE2-AS2,Testis_Normal,group_enhanced
ENSG00000241111.1,PRICKLE2-AS1,Testis_Normal,group_enhanced
ENSG00000242242.6,NECTIN3-AS1,Testis_Normal,group_enhanced
ENSG00000242370.1,KCNAB1-AS1,Testis_Normal,group_enhanced
ENSG00000242790.1,AC104831.1,Testis_Normal,group_enhanced
ENSG00000242797.3,GLYCTK-AS1,Testis_Normal,group_enhanced
ENSG00000242908.6,AADACL2-AS1,Testis_Normal,group_enhanced
ENSG00000243187.1,CCDC39-AS1,Testis_Normal,group_enhanced
ENSG00000243944.5,AC117386.2,Testis_Normal,group_enhanced
ENSG00000244036.3,AC073320.1,Testis_Normal,group_enhanced
ENSG00000244040.7,IL12A-AS1,Testis_Normal,group_enhanced
ENSG00000244161.1,FLNB-AS1,Testis_Normal,group_enhanced
ENSG00000244619.2,AC243547.1,Testis_Normal,group_enhanced
ENSG00000244757.1,AL137024.1,Testis_Normal,group_enhanced
ENSG00000244953.1,AC087521.1,Testis_Normal,group_enhanced
ENSG00000245146.7,MALINC1,Testis_Normal,group_enhanced
ENSG00000245534.7,RORA-AS1,Testis_Normal,group_enhanced
ENSG00000245598.6,DACT3-AS1,Testis_Normal,group_enhanced
ENSG00000245648.2,KLRK1-AS1,Testis_Normal,group_enhanced
ENSG00000246250.3,AC087521.2,Testis_Normal,group_enhanced
ENSG00000246316.8,AC010230.1,Testis_Normal,group_enhanced
ENSG00000246323.2,AC113382.1,Testis_Normal,group_enhanced
ENSG00000246334.2,PRR7-AS1,Testis_Normal,group_enhanced
ENSG00000246350.1,AL049543.1,Testis_Normal,group_enhanced
ENSG00000246366.6,LACTB2-AS1,Testis_Normal,group_enhanced
ENSG00000246451.2,AL049840.2,Testis_Normal,group_enhanced
ENSG00000247151.7,CSTF3-DT,Testis_Normal,group_enhanced
ENSG00000247193.3,AC104078.1,Testis_Normal,group_enhanced
ENSG00000247345.2,AC092343.1,Testis_Normal,group_enhanced
ENSG00000247372.2,AC008897.2,Testis_Normal,group_enhanced
ENSG00000248245.1,AC010307.2,Testis_Normal,group_enhanced
ENSG00000248540.3,AC010931.1,Testis_Normal,group_enhanced
ENSG00000248925.1,AC021087.1,Testis_Normal,group_enhanced
ENSG00000249001.5,AC093895.1,Testis_Normal,group_enhanced
ENSG00000249035.7,CLMAT3,Testis_Normal,group_enhanced
ENSG00000249085.1,AC035140.1,Testis_Normal,group_enhanced
ENSG00000249207.2,AC079921.1,Testis_Normal,group_enhanced
ENSG00000249236.2,AC008892.1,Testis_Normal,group_enhanced
ENSG00000249509.1,NEUROG2-AS1,Testis_Normal,group_enhanced
ENSG00000249610.1,ZNF474-AS1,Testis_Normal,group_enhanced
ENSG00000249637.2,AC008438.1,Testis_Normal,group_enhanced
ENSG00000249738.10,AC008691.1,Testis_Normal,group_enhanced
ENSG00000249753.2,AC084357.2,Testis_Normal,group_enhanced
ENSG00000249786.7,EAF1-AS1,Testis_Normal,group_enhanced
ENSG00000249849.1,AC138819.1,Testis_Normal,group_enhanced
ENSG00000250133.2,HOXC-AS2,Testis_Normal,group_enhanced
ENSG00000250260.1,AC113382.2,Testis_Normal,group_enhanced
ENSG00000250344.1,AC105254.1,Testis_Normal,group_enhanced
ENSG00000250431.1,AC105914.2,Testis_Normal,group_enhanced
ENSG00000250433.1,CLSTN2-AS1,Testis_Normal,group_enhanced
ENSG00000250538.6,AC104407.1,Testis_Normal,group_enhanced
ENSG00000251015.1,SLC25A30-AS1,Testis_Normal,group_enhanced
ENSG00000251075.2,HTT-AS,Testis_Normal,group_enhanced
ENSG00000251076.1,AC104126.1,Testis_Normal,group_enhanced
ENSG00000251151.2,HOXC-AS3,Testis_Normal,group_enhanced
ENSG00000251175.5,GSTCD-AS1,Testis_Normal,group_enhanced
ENSG00000251307.1,AC026704.1,Testis_Normal,group_enhanced
ENSG00000251458.1,AC139491.4,Testis_Normal,group_enhanced
ENSG00000251556.1,AC091887.1,Testis_Normal,group_enhanced
ENSG00000253286.6,AC135166.1,Testis_Normal,group_enhanced
ENSG00000253356.1,AC084024.3,Testis_Normal,group_enhanced
ENSG00000253404.1,AC034243.1,Testis_Normal,group_enhanced
ENSG00000253477.5,AC012213.1,Testis_Normal,group_enhanced
ENSG00000253574.5,AC021744.1,Testis_Normal,group_enhanced
ENSG00000253591.2,KCNIP1-AS1,Testis_Normal,group_enhanced
ENSG00000253596.1,AC103952.1,Testis_Normal,group_enhanced
ENSG00000253736.3,AC022217.3,Testis_Normal,group_enhanced
ENSG00000253741.2,LNCOC1,Testis_Normal,group_enhanced
ENSG00000253766.1,AC091946.1,Testis_Normal,group_enhanced
ENSG00000253865.1,AC131025.1,Testis_Normal,group_enhanced
ENSG00000254003.1,SRI-AS1,Testis_Normal,group_enhanced
ENSG00000254031.6,AC022858.1,Testis_Normal,group_enhanced
ENSG00000254163.1,AC025434.1,Testis_Normal,group_enhanced
ENSG00000254391.1,AC011363.1,Testis_Normal,group_enhanced
ENSG00000254563.1,AP002768.1,Testis_Normal,group_enhanced
ENSG00000254574.1,AC105219.2,Testis_Normal,group_enhanced
ENSG00000254689.3,LINC02235,Testis_Normal,group_enhanced
ENSG00000254733.1,AP001831.1,Testis_Normal,group_enhanced
ENSG00000254835.1,RNF185-AS1,Testis_Normal,group_enhanced
ENSG00000254855.1,AP001107.8,Testis_Normal,group_enhanced
ENSG00000254907.1,AC087276.2,Testis_Normal,group_enhanced
ENSG00000254942.1,AL355310.3,Testis_Normal,group_enhanced
ENSG00000255060.1,AC009656.1,Testis_Normal,group_enhanced
ENSG00000255084.1,AP003110.1,Testis_Normal,group_enhanced
ENSG00000255129.6,AP000880.1,Testis_Normal,group_enhanced
ENSG00000255234.6,AP000446.1,Testis_Normal,group_enhanced
ENSG00000255337.1,AP001830.1,Testis_Normal,group_enhanced
ENSG00000255422.3,AP002954.1,Testis_Normal,group_enhanced
ENSG00000255441.1,SIGLEC10-AS1,Testis_Normal,group_enhanced
ENSG00000255467.1,AP002433.1,Testis_Normal,group_enhanced
ENSG00000255472.1,AL161668.2,Testis_Normal,group_enhanced
ENSG00000255478.1,AP000944.1,Testis_Normal,group_enhanced
ENSG00000255644.1,AC010185.1,Testis_Normal,group_enhanced
ENSG00000255817.1,AC025576.2,Testis_Normal,group_enhanced
ENSG00000255867.1,DENND5B-AS1,Testis_Normal,group_enhanced
ENSG00000255886.1,AC020611.2,Testis_Normal,group_enhanced
ENSG00000255958.1,GABARAPL1-AS1,Testis_Normal,group_enhanced
ENSG00000256008.3,AC125616.1,Testis_Normal,group_enhanced
ENSG00000256040.2,PAPPA-AS1,Testis_Normal,group_enhanced
ENSG00000256339.1,AC007655.1,Testis_Normal,group_enhanced
ENSG00000256577.2,SLC6A12-AS1,Testis_Normal,group_enhanced
ENSG00000256615.1,AC010197.1,Testis_Normal,group_enhanced
ENSG00000256742.1,KDM2B-DT,Testis_Normal,group_enhanced
ENSG00000256757.1,AP002840.1,Testis_Normal,group_enhanced
ENSG00000256789.1,AP000753.2,Testis_Normal,group_enhanced
ENSG00000256940.2,PPP1R14B-AS1,Testis_Normal,group_enhanced
ENSG00000257022.1,AC008250.1,Testis_Normal,group_enhanced
ENSG00000257042.1,AC008011.2,Testis_Normal,group_enhanced
ENSG00000257167.2,TMPO-AS1,Testis_Normal,group_enhanced
ENSG00000257226.2,AC079584.2,Testis_Normal,group_enhanced
ENSG00000257449.1,AC034102.3,Testis_Normal,group_enhanced
ENSG00000257657.3,AC079950.1,Testis_Normal,group_enhanced
ENSG00000257698.2,GIHCG,Testis_Normal,group_enhanced
ENSG00000257766.1,AC025265.3,Testis_Normal,group_enhanced
ENSG00000257918.1,AC079385.3,Testis_Normal,group_enhanced
ENSG00000257953.1,AC083805.2,Testis_Normal,group_enhanced
ENSG00000258449.1,AC023510.1,Testis_Normal,group_enhanced
ENSG00000258520.1,AL359317.1,Testis_Normal,group_enhanced
ENSG00000258584.2,FAM181A-AS1,Testis_Normal,group_enhanced
ENSG00000258651.1,SEC23A-AS1,Testis_Normal,group_enhanced
ENSG00000258738.1,AL121603.2,Testis_Normal,group_enhanced
ENSG00000258949.1,AL049870.3,Testis_Normal,group_enhanced
ENSG00000259006.1,AC092143.2,Testis_Normal,group_enhanced
ENSG00000259201.1,AC090971.2,Testis_Normal,group_enhanced
ENSG00000259211.1,AC013356.2,Testis_Normal,group_enhanced
ENSG00000259212.1,AC103739.1,Testis_Normal,group_enhanced
ENSG00000259274.1,AC107241.1,Testis_Normal,group_enhanced
ENSG00000259285.1,AC025431.1,Testis_Normal,group_enhanced
ENSG00000259306.2,AC020891.2,Testis_Normal,group_enhanced
ENSG00000259353.1,AC090515.4,Testis_Normal,group_enhanced
ENSG00000259438.1,MAPK6-DT,Testis_Normal,group_enhanced
ENSG00000259462.3,CPEB1-AS1,Testis_Normal,group_enhanced
ENSG00000259514.1,AC027243.1,Testis_Normal,group_enhanced
ENSG00000259589.2,AC073167.1,Testis_Normal,group_enhanced
ENSG00000259756.1,AC100839.1,Testis_Normal,group_enhanced
ENSG00000259768.6,AC004943.2,Testis_Normal,group_enhanced
ENSG00000259867.6,AC105411.1,Testis_Normal,group_enhanced
ENSG00000259895.1,AC106820.2,Testis_Normal,group_enhanced
ENSG00000259899.1,AC010333.2,Testis_Normal,group_enhanced
ENSG00000259954.1,IL21R-AS1,Testis_Normal,group_enhanced
ENSG00000260095.1,AC106820.3,Testis_Normal,group_enhanced
ENSG00000260259.1,LINC02166,Testis_Normal,group_enhanced
ENSG00000260442.5,ATP2A1-AS1,Testis_Normal,group_enhanced
ENSG00000260469.3,INSYN1-AS1,Testis_Normal,group_enhanced
ENSG00000260487.1,AC116348.1,Testis_Normal,group_enhanced
ENSG00000260617.1,AC138028.5,Testis_Normal,group_enhanced
ENSG00000260790.1,AC092338.2,Testis_Normal,group_enhanced
ENSG00000260806.1,AL163051.1,Testis_Normal,group_enhanced
ENSG00000260898.6,ADPGK-AS1,Testis_Normal,group_enhanced
